date,day_of_week,is_sunday,month,year,is_vacation,is_gym_open,active_student_population,exam_phase,exam_intensity,academic_load_index,weather_condition,weather_impact_factor,interuni_event,event_boost_factor,gym_adoption_ratio,maintenance_flag,maintenance_severity,equipment_availability_ratio,effective_capacity,base_demand,raw_demand,daily_gym_footfall
2021-03-03,2,0,3,2021,0,1,213,endterm,0.55,0.6993728795198647,normal,1.0,0,1.0,0.2771939586262906,0,none,1.0,180,59.0423131873999,20.300412725239013,20
2021-03-04,3,0,3,2021,0,1,216,endterm,0.55,0.5294781754552205,normal,1.0,0,1.0,0.30907133100569856,0,none,1.0,180,66.75940749723088,29.91790461064886,29
2021-03-05,4,0,3,2021,0,1,235,endterm,0.55,0.6063505636382769,normal,1.0,0,1.0,0.32975147329177823,0,none,1.0,180,77.49159622356788,31.433179418042045,31
2021-03-06,5,0,3,2021,0,1,249,endterm,0.55,0.486539645856916,normal,1.0,0,1.0,0.2721288473445839,0,none,1.0,180,67.7600829888014,29.543781469951643,29
2021-03-07,6,1,3,2021,0,0,239,endterm,0.55,0.7160175823174209,normal,1.0,0,1.0,0.2793501088928283,0,none,1.0,180,66.76467602538597,23.032491507601176,0
2021-03-08,0,0,3,2021,0,1,203,endterm,0.55,0.39854115469110957,normal,1.0,0,1.0,0.2536650845576345,0,none,1.0,180,51.4940121651998,27.595369144011116,27
2021-03-09,1,0,3,2021,0,1,201,endterm,0.55,0.7701410649366223,normal,1.0,0,1.0,0.2984280414812612,0,none,1.0,180,59.9840363377335,24.829431307308468,24
2021-03-10,2,0,3,2021,0,1,205,endterm,0.55,0.49397630740334847,normal,1.0,0,1.0,0.2575785682904593,0,none,1.0,180,52.80360649954415,25.55038957700931,25
2021-03-11,3,0,3,2021,0,1,241,endterm,0.55,0.2853837346822928,normal,1.0,0,1.0,0.32865639066206,1,low,0.9,162,79.20619014955646,37.411763678492726,37
2021-03-12,4,0,3,2021,0,1,203,endterm,0.55,0.5192156622366184,normal,1.0,0,1.0,0.25,0,none,1.0,180,50.75,18.291290124658836,18
2021-03-13,5,0,3,2021,0,1,228,endterm,0.55,0.3978422513787679,normal,1.0,0,1.0,0.28201851637737685,0,none,1.0,180,64.30022173404193,35.544660626024836,35
2021-03-14,6,1,3,2021,0,0,217,endterm,0.55,0.6260965323483086,normal,1.0,0,1.0,0.3150553669595871,0,none,1.0,180,68.3670146302304,28.012698152811936,0
2021-03-15,0,0,3,2021,0,1,225,endterm,0.55,0.40210640310464135,normal,1.0,0,1.0,0.3091917258161252,0,none,1.0,180,69.56813830862816,29.703976956704,29
2021-03-16,1,0,3,2021,0,1,243,endterm,0.55,0.43307248501778306,normal,1.0,0,1.0,0.4346516831990248,0,none,1.0,180,105.62035901736303,50.02993727326966,50
2021-03-17,2,0,3,2021,0,1,233,endterm,0.55,0.21656889035817034,normal,1.0,0,1.0,0.3174900012283954,0,none,1.0,180,73.97517028621613,41.499014333355376,41
2021-03-18,3,0,3,2021,0,1,209,endterm,0.55,0.43215405211263846,normal,1.0,0,1.0,0.25,0,none,1.0,180,52.25,23.715098254617157,23
2021-03-19,4,0,3,2021,0,1,235,endterm,0.55,0.1364181010056565,normal,1.0,0,1.0,0.29522678764554633,0,none,1.0,180,69.37829509670338,40.688454851313075,40
2021-03-20,5,0,3,2021,0,1,213,endterm,0.55,0.2624145764771415,normal,1.0,0,1.0,0.25,0,none,1.0,180,53.25,29.05221489892319,29
2021-03-21,6,1,3,2021,0,0,230,endterm,0.55,0.6140621984216446,normal,1.0,0,1.0,0.2959700125351619,0,none,1.0,180,68.07310288308724,25.203833600673562,0
2021-03-22,0,0,3,2021,0,1,247,endterm,0.55,0.6178700237976248,normal,1.0,0,1.0,0.25834719714996207,0,none,1.0,180,63.81175769604063,24.64212664869193,24
2021-03-23,1,0,3,2021,0,1,214,endterm,0.55,0.5638186342677447,normal,1.0,0,1.0,0.3457695137780081,0,none,1.0,180,73.99467594849372,34.53680366549892,34
2021-03-24,2,0,3,2021,0,1,207,endterm,0.55,0.35495357853061804,normal,1.0,0,1.0,0.27252298627022326,0,none,1.0,180,56.412258157936215,19.40013358276741,19
2021-03-25,3,0,3,2021,0,1,213,endterm,0.55,0.492843296578703,normal,1.0,0,1.0,0.2941617042102377,1,medium,0.8,144,62.656442996780626,27.253979577750982,27
2021-03-26,4,0,3,2021,0,1,222,endterm,0.55,0.49945961913641473,normal,1.0,0,1.0,0.2682221079297798,1,low,0.9,162,59.545307960411115,22.457233073317557,22
2021-03-27,5,0,3,2021,0,1,239,endterm,0.55,0.32624529662111856,normal,1.0,0,1.0,0.38694256759266654,0,none,1.0,180,92.4792736546473,42.11838966820608,42
2021-03-28,6,1,3,2021,0,0,220,endterm,0.55,0.7255097452650726,normal,1.0,0,1.0,0.2839378616941044,0,none,1.0,180,62.46632957270297,23.657390924657104,0
2021-03-29,0,0,3,2021,0,1,215,endterm,0.55,0.6316043435863508,normal,1.0,0,1.0,0.39162785217396007,0,none,1.0,180,84.19998821740141,33.37026690504259,33
2021-03-30,1,0,3,2021,0,1,244,endterm,0.55,0.46685537392555043,normal,1.0,0,1.0,0.34070758810591334,1,low,0.9,162,83.13265149784286,35.13099592231053,35
2021-03-31,2,0,3,2021,0,1,217,endterm,0.55,0.5040328758491797,normal,1.0,0,1.0,0.3241033363667693,0,none,1.0,180,70.33042399158894,27.494679786845914,27
2021-04-01,3,0,4,2021,0,1,246,midterm,0.75,0.5312574211921328,extreme_heat,0.78,0,1.0,0.31843665736587595,0,none,1.0,180,78.33541771200548,44.35906377736838,44
2021-04-02,4,0,4,2021,0,1,223,midterm,0.75,0.19373976973635643,extreme_heat,0.78,0,1.0,0.3196898649108126,0,none,1.0,180,71.2908398751112,45.65788064426377,45
2021-04-03,5,0,4,2021,0,1,225,midterm,0.75,0.46292339262191046,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,56.25,23.69717133847957,23
2021-04-04,6,1,4,2021,0,0,224,midterm,0.75,0.3977023628003302,extreme_heat,0.78,0,1.0,0.2860558302924622,0,none,1.0,180,64.07650598551153,36.508737940737646,0
2021-04-05,0,0,4,2021,0,1,244,midterm,0.75,0.3497569985157627,extreme_heat,0.78,0,1.0,0.34225789855921607,0,none,1.0,180,83.51092724844872,40.34057824172245,40
2021-04-06,1,0,4,2021,0,1,240,midterm,0.75,0.4578349560671068,extreme_heat,0.78,0,1.0,0.2975551408262947,0,none,1.0,180,71.41323379831073,34.5668658587424,34
2021-04-07,2,0,4,2021,0,1,228,midterm,0.75,0.7696529790274284,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,57.0,22.93333626162473,22
2021-04-08,3,0,4,2021,0,1,214,midterm,0.75,0.5961264291900514,extreme_heat,0.78,0,1.0,0.29737977747112654,0,none,1.0,180,63.639272378821076,26.481204299443036,26
2021-04-09,4,0,4,2021,0,1,244,midterm,0.75,0.4143231515325805,extreme_heat,0.78,0,1.0,0.38520527581277453,0,none,1.0,180,93.99008729831698,50.38480902769455,50
2021-04-10,5,0,4,2021,0,1,200,midterm,0.75,0.5858874172034237,extreme_heat,0.78,0,1.0,0.36234458577673595,0,none,1.0,180,72.46891715534719,32.86761295116757,32
2021-04-11,6,1,4,2021,0,0,224,midterm,0.75,0.7099033154879003,extreme_heat,0.78,0,1.0,0.2968997995316984,0,none,1.0,180,66.50555509510045,26.530443463951478,0
2021-04-12,0,0,4,2021,0,1,206,midterm,0.75,0.6386950524369153,extreme_heat,0.78,0,1.0,0.3475724638529043,0,none,1.0,180,71.59992755369828,27.116651784164148,27
2021-04-13,1,0,4,2021,0,1,208,midterm,0.75,0.5089445554880261,extreme_heat,0.78,0,1.0,0.2816746489815974,0,none,1.0,180,58.588326988172255,24.857489732529785,24
2021-04-14,2,0,4,2021,0,1,223,midterm,0.75,0.4029594833441639,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,55.75,22.86662798793191,22
2021-04-15,3,0,4,2021,0,1,200,midterm,0.75,0.6047334970420385,extreme_heat,0.78,0,1.0,0.25377670059352225,0,none,1.0,180,50.75534011870445,22.537120383189595,22
2021-04-16,4,0,4,2021,0,1,243,midterm,0.75,0.5590228078132624,extreme_heat,0.78,0,1.0,0.3781444384254099,0,none,1.0,180,91.88909853737461,36.74070453580267,36
2021-04-17,5,0,4,2021,0,1,207,midterm,0.75,0.6342789830041599,extreme_heat,0.78,0,1.0,0.28630034590853476,0,none,1.0,180,59.26417160306669,25.186378704112762,25
2021-04-18,6,1,4,2021,0,0,223,midterm,0.75,0.5952757702522954,extreme_heat,0.78,0,1.0,0.2878308010312491,0,none,1.0,180,64.18626862996855,32.527781825107375,0
2021-04-19,0,0,4,2021,0,1,210,midterm,0.75,0.6574329072979003,extreme_heat,0.78,0,1.0,0.28500809018625595,0,none,1.0,180,59.851698939113746,28.90057693831071,28
2021-04-20,1,0,4,2021,0,1,250,midterm,0.75,0.4197147182659148,extreme_heat,0.78,0,1.0,0.3952068294786503,0,none,1.0,180,98.80170736966258,47.94012571782557,47
2021-04-21,2,0,4,2021,0,1,216,midterm,0.75,0.6976091098451489,extreme_heat,0.78,0,1.0,0.38129794576810316,0,none,1.0,180,82.36035628591029,34.43376030623989,34
2021-04-22,3,0,4,2021,0,1,207,midterm,0.75,0.5296399407038599,extreme_heat,0.78,0,1.0,0.4109390116724067,0,none,1.0,180,85.06437541618818,46.59303760680592,46
2021-04-23,4,0,4,2021,0,1,234,midterm,0.75,0.8112891308937897,extreme_heat,0.78,0,1.0,0.2920477394799974,0,none,1.0,180,68.33917103831939,28.41108477023484,28
2021-04-24,5,0,4,2021,0,1,234,midterm,0.75,0.3966218272865648,extreme_heat,0.78,0,1.0,0.31478122443735473,0,none,1.0,180,73.65880651834101,35.065729327070436,35
2021-04-25,6,1,4,2021,0,0,232,midterm,0.75,0.7603945704747874,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,58.0,20.243106825885867,0
2021-04-26,0,0,4,2021,0,1,204,midterm,0.75,0.5296866175193972,extreme_heat,0.78,0,1.0,0.37384672130591373,0,none,1.0,180,76.2647311464064,36.54704964919346,36
2021-04-27,1,0,4,2021,0,1,241,midterm,0.75,0.40228729945783276,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,60.25,32.0272946011003,32
2021-04-28,2,0,4,2021,0,1,238,midterm,0.75,0.4274171248918518,extreme_heat,0.78,0,1.0,0.31083877818813144,0,none,1.0,180,73.97962920877528,33.612665220825,33
2021-04-29,3,0,4,2021,0,1,240,midterm,0.75,0.451947903770852,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,60.0,29.591994803033,29
2021-04-30,4,0,4,2021,0,1,227,midterm,0.75,0.5636248919602874,extreme_heat,0.78,0,1.0,0.27055665866306516,0,none,1.0,180,61.41636151651579,26.816707505143675,26
2021-05-01,5,0,5,2021,1,0,206,none,1.0,0.5784253232053249,extreme_heat,0.78,0,1.0,0.258136878447515,0,none,1.0,180,53.176196960188086,31.294084538864126,0
2021-05-02,6,1,5,2021,1,0,208,none,1.0,0.41394499940921314,extreme_heat,0.78,0,1.0,0.2696062369662091,0,none,1.0,180,56.07809728897149,27.41823441409256,0
2021-05-03,0,0,5,2021,1,0,207,none,1.0,0.49634681116085255,extreme_heat,0.78,0,1.0,0.27304386484255105,0,none,1.0,180,56.52008002240807,34.54933208173677,0
2021-05-04,1,0,5,2021,1,0,211,none,1.0,0.8213405537917795,extreme_heat,0.78,0,1.0,0.2725865602537461,0,none,1.0,180,57.51576421354043,33.04347742934972,0
2021-05-05,2,0,5,2021,1,0,233,none,1.0,0.7591314755151066,extreme_heat,0.78,0,1.0,0.34166669558901536,0,none,1.0,180,79.60834007224058,40.50920442133135,0
2021-05-06,3,0,5,2021,1,0,232,none,1.0,0.5654485504511049,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,58.0,35.191525465856664,0
2021-05-07,4,0,5,2021,1,0,247,none,1.0,0.5057005217252301,extreme_heat,0.78,0,1.0,0.31102707135069335,0,none,1.0,180,76.82368662362126,44.18779867266861,0
2021-05-08,5,0,5,2021,1,0,222,none,1.0,0.5180046990077392,extreme_heat,0.78,0,1.0,0.36089795761527793,0,none,1.0,180,80.1193465905917,51.3301913829191,0
2021-05-09,6,1,5,2021,1,0,223,none,1.0,0.5920276959095625,extreme_heat,0.78,0,1.0,0.27434018177433017,0,none,1.0,180,61.17786053567563,35.62986402626587,0
2021-05-10,0,0,5,2021,1,0,236,none,1.0,0.34658111522023916,extreme_heat,0.78,0,1.0,0.2641040554626199,0,none,1.0,180,62.3285570891783,37.94326837424105,0
2021-05-11,1,0,5,2021,1,0,234,none,1.0,0.46139351938649825,extreme_heat,0.78,0,1.0,0.28847376874098746,0,none,1.0,180,67.50286188539107,48.65616554265021,0
2021-05-12,2,0,5,2021,1,0,243,none,1.0,0.24971238891836162,extreme_heat,0.78,0,1.0,0.3589862604180355,0,none,1.0,180,87.23366128158263,66.93518193114184,0
2021-05-13,3,0,5,2021,1,0,239,none,1.0,0.5598834683907918,extreme_heat,0.78,0,1.0,0.30970538154766786,0,none,1.0,180,74.01958618989262,42.09496545708962,0
2021-05-14,4,0,5,2021,1,0,221,none,1.0,0.5970793909554112,extreme_heat,0.78,0,1.0,0.2734392852696201,0,none,1.0,180,60.43008204458604,37.66398415053967,0
2021-05-15,5,0,5,2021,1,0,226,none,1.0,0.4275220306550939,extreme_heat,0.78,0,1.0,0.324193832559402,0,none,1.0,180,73.26780615842485,49.92196429228316,0
2021-05-16,6,1,5,2021,1,0,234,none,1.0,0.736098014493505,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,58.5,34.26261110405561,0
2021-05-17,0,0,5,2021,1,0,200,none,1.0,0.3161351505496488,extreme_heat,0.78,0,1.0,0.3340679755221474,0,none,1.0,180,66.81359510442948,37.811485482132206,0
2021-05-18,1,0,5,2021,1,0,234,none,1.0,0.280343767968527,extreme_heat,0.78,0,1.0,0.3204303653850884,0,none,1.0,180,74.98070550011069,57.1535586494678,0
2021-05-19,2,0,5,2021,1,0,236,none,1.0,0.5336677727839958,extreme_heat,0.78,0,1.0,0.2846095764430558,0,none,1.0,180,67.16786004056117,38.859620926293154,0
2021-05-20,3,0,5,2021,1,0,246,none,1.0,0.6570647453918231,extreme_heat,0.78,0,1.0,0.25807071007763843,0,none,1.0,180,63.48539467909905,35.19762607253375,0
2021-05-21,4,0,5,2021,1,0,213,none,1.0,0.7525891537186803,extreme_heat,0.78,0,1.0,0.25566595388582714,0,none,1.0,180,54.45684817768118,37.52117330369421,0
2021-05-22,5,0,5,2021,1,0,202,none,1.0,0.431167360569659,extreme_heat,0.78,0,1.0,0.3267408668172955,0,none,1.0,180,66.0016550970937,43.88852520193354,0
2021-05-23,6,1,5,2021,1,0,200,none,1.0,0.6618021250146944,extreme_heat,0.78,0,1.0,0.3614490251244531,0,none,1.0,180,72.28980502489063,39.85781228321754,0
2021-05-24,0,0,5,2021,1,0,204,none,1.0,0.4942237295748939,extreme_heat,0.78,0,1.0,0.26813461264856026,0,none,1.0,180,54.69946098030629,26.682090211010124,0
2021-05-25,1,0,5,2021,1,0,225,none,1.0,0.47410590500887706,extreme_heat,0.78,0,1.0,0.3229193351775742,0,none,1.0,180,72.65685041495419,52.30733947608405,0
2021-05-26,2,0,5,2021,1,0,213,none,1.0,0.6325489906230009,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,53.25,26.852206269793985,0
2021-05-27,3,0,5,2021,1,0,238,none,1.0,0.597848431762013,extreme_heat,0.78,0,1.0,0.27076911346714,0,none,1.0,180,64.44304900517932,34.407437320399495,0
2021-05-28,4,0,5,2021,1,0,226,none,1.0,0.26354117645236264,extreme_heat,0.78,0,1.0,0.2984470533564549,0,none,1.0,180,67.44903405855881,45.50477497887573,0
2021-05-29,5,0,5,2021,1,0,208,none,1.0,0.7214810524588844,extreme_heat,0.78,0,1.0,0.2545158291509083,0,none,1.0,180,52.93929246338893,33.536740347457055,0
2021-05-30,6,1,5,2021,1,0,214,none,1.0,0.7070137031221178,extreme_heat,0.78,0,1.0,0.2531746812605202,0,none,1.0,180,54.17938178975132,32.6521621144063,0
2021-05-31,0,0,5,2021,1,0,214,none,1.0,0.4061655947735706,extreme_heat,0.78,0,1.0,0.2666110221765557,0,none,1.0,180,57.05475874578292,36.684223423348904,0
2021-06-01,1,0,6,2021,1,0,225,endterm,0.55,0.5593705300156113,normal,1.0,0,1.0,0.31460963641631867,0,none,1.0,180,70.7871681936717,31.153479300407895,0
2021-06-02,2,0,6,2021,1,0,241,endterm,0.55,0.5741045279424108,normal,1.0,0,1.0,0.29063354907968125,0,none,1.0,180,70.04268532820318,27.895118744486002,0
